Sensors,SUNANGLE,Status,Latitude,Longitude,Temperature 2m,Dewpoint 2m,Pressure,Precipitation,GHI,DHI,BNI,LightHouse,Time ,Date,Timestamp,Year,hours
Main optic,-5.540027906,on,59.998,-1.159,11.43803827,9.293210338,101908.3295,0,0,0,0,Mousa,23:01:16,30-06-2023,00:00:00,2023,23.02111111
Light,-2.74405091,on,59.122,-5.816,10.40853253,7.5119626,102158.7288,8.56E-07,0,0,0,North_Rona,22:28:42,30-06-2023,00:00:00,2023,22.47833333
Optic Main,-2.809404935,on,59.854,-1.276,11.39346355,9.323245901,101958.4708,0,0,0,0,Sumburgh_Head,22:23:42,30-06-2023,00:00:00,2023,22.395
Optic Main,-1.964770722,on,59.39,-2.382,10.89045446,9.359647481,102059.8302,0,0,0,0,North_Ronaldsay,22:02:36,30-06-2023,00:00:00,2023,22.04333333
Main Optic,-1.404697878,on,60.741,-0.795,11.61869261,9.279538382,101979.907,0,0,0,0,Balta_Sound,22:02:12,30-06-2023,00:00:00,2023,22.03666667
Light,-1.628057977,on,59.086,-4.407,10.75734352,7.955447518,102179.9063,0,0,0,0,Sule_Skerry,21:59:17,30-06-2023,00:00:00,2023,21.98805556
Light,-1.425146291,on,58.85,-3.014,10.71104563,9.058125551,101912.702,0,0,0,0,Flotta_Grinds_Buoy,21:46:43,30-06-2023,00:00:00,2023,21.77861111
Main Optic,-0.708947115,on,58.672,-3.377,9.900759451,8.371333717,101686.0586,0,0,0,0,Dunnet_Head,21:33:06,30-06-2023,00:00:00,2023,21.55166667
ML1 Status,-2.452918579,on,49.868,-6.435,15.90714831,14.06219491,101988.5116,0,0,0,0,BishopRock,21:03:05,30-06-2023,00:00:00,2023,21.05138889
ML1 Status,-2.379672911,on,50.535,-5.034,14.77272609,13.23125564,101435.7081,0,0,0,0,Trevose,21:00:43,30-06-2023,00:00:00,2023,21.01194444
ML1 Status,-2.105504849,on,49.961,-5.203,15.42061213,13.63025196,101745.8756,0,0,0,0,Lizard,20:54:40,30-06-2023,00:00:00,2023,20.91111111
ML1 Status,-1.613347031,on,49.935,-5.801,15.2597178,13.69943414,101919.0228,0,0,0,0,WolfRock,20:50:56,30-06-2023,00:00:00,2023,20.84888889
ML1 Status,-1.346006276,on,51.2,-4.202,15.11169082,13.30230152,101438.0416,0,0,0,0,BullPointPost,20:48:28,30-06-2023,00:00:00,2023,20.80777778
Main Status,1.350853363,on,50.235,-5.401,15.21988962,13.4347462,101578.2205,0,2.37107,2.37107,0,Godrevy,20:21:00,30-06-2023,00:00:00,2023,20.35
Main Optic,20.58643775,off,58.672,-3.377,10.90078182,8.926368554,101633.0465,1.10E-05,48.01490489,48.01490489,0,Dunnet_Head,06:24:26,30-06-2023,00:00:00,2023,6.407222222
ML1 Status,14.11490694,off,50.535,-5.034,14.78993788,13.49919929,101330.6174,0,370.9360882,126.690211,520.4502118,Trevose,05:59:58,30-06-2023,00:00:00,2023,5.999444444
Main Status,6.863567022,off,50.235,-5.401,13.67613567,12.43727289,101473.7078,0,98.64006,66.30868,133.90336,Godrevy,05:12:00,30-06-2023,00:00:00,2023,5.2
ML1 Status,5.502421312,on,50.535,-5.034,14.08133859,13.29664978,101300.8791,0,213.9754324,95.783808,363.032316,Trevose,04:59:28,30-06-2023,00:00:00,2023,4.991111111
ML1 Status,3.89904465,off,50.535,-5.034,13.87846423,13.13059994,101302.1034,0,187.7591371,87.933291,321.272082,Trevose,04:47:16,30-06-2023,00:00:00,2023,4.787777778
Light,7.38528718,off,59.086,-4.407,10.66173952,7.741646963,102123.2733,9.02E-06,32.09744014,32.09744014,0,Sule_Skerry,04:35:17,30-06-2023,00:00:00,2023,4.588055556
ML1 Status,0.69876245,off,51.2,-4.202,13.56055885,13.10157273,101295.9581,9.80E-08,33.31170528,24.92271361,42.89269611,BullPointPost,04:14:05,30-06-2023,00:00:00,2023,4.234722222
ML1 Status,-0.661872171,off,49.935,-5.801,14.58471906,12.63099937,101756.7225,0,23.84106678,16.96045267,37.38759561,WolfRock,04:13:31,30-06-2023,00:00:00,2023,4.225277778
ML1 Status,-0.260477908,on,50.535,-5.034,12.89946552,12.2178665,101300.3839,0,24.91577833,19.229575,32.700215,Trevose,04:11:30,30-06-2023,00:00:00,2023,4.191666667
ML1 Status,-1.652962982,off,49.868,-6.435,14.99695156,12.83399598,101844.8825,0,11.12319656,9.471214611,8.955113722,BishopRock,04:05:02,30-06-2023,00:00:00,2023,4.083888889
ML1 Status,-1.16561479,off,50.535,-5.034,12.86000349,12.16278223,101299.0625,0,12.38742528,11.4008625,6.777949167,Trevose,04:01:35,30-06-2023,00:00:00,2023,4.026388889
ML1 Status,-1.686190251,off,49.961,-5.203,13.92762854,12.47291879,101603.0886,0,71.28472433,57.79595722,64.22501494,Lizard,03:59:13,30-06-2023,00:00:00,2023,3.986944444
Light,4.138219518,off,58.85,-3.014,10.69921536,9.379421249,101851.5967,1.76E-05,19.46592083,19.45679375,0.113127083,Flotta_Grinds_Buoy,03:58:45,30-06-2023,00:00:00,2023,3.979166667
Optic Main,3.811742025,off,59.39,-2.382,10.65143277,9.481834784,102013.958,4.02E-06,27.761499,27.761499,0,North_Ronaldsay,03:49:03,30-06-2023,00:00:00,2023,3.8175
Optic Main,2.888697241,off,59.854,-1.276,10.80330413,8.860669977,101922.4712,1.24E-06,96.71536889,82.61596,48.99935333,Sumburgh_Head,03:30:40,30-06-2023,00:00:00,2023,3.511111111
Main Optic,1.235128934,off,60.741,-0.795,10.73937513,7.730220301,101943.7611,1.24E-08,51.62428017,51.62428017,0,Balta_Sound,02:59:21,30-06-2023,00:00:00,2023,2.989166667
Light,-1.954774954,off,59.122,-5.816,10.53451131,7.930154198,102137.4897,1.62E-05,18.57470883,18.3253535,3.247317333,North_Rona,02:40:42,30-06-2023,00:00:00,2023,2.678333333
Main optic,-1.525086366,off,59.998,-1.159,10.84687282,9.358372763,101893.0569,1.64E-07,5.193955667,5.170076333,0.348691778,Mousa,02:20:04,30-06-2023,00:00:00,2023,2.334444444
Light,-2.109426445,on,59.122,-5.816,10.9916158,8.996078104,102213.5973,7.20E-06,0,0,0,North_Rona,22:16:42,29-06-2023,00:00:00,2023,22.27833333
Main optic,-1.225959939,on,59.998,-1.159,10.95014222,9.718150662,101911.7764,4.56E-07,0,0,0,Mousa,21:49:54,29-06-2023,00:00:00,2023,21.83166667
Main Optic,-0.232289424,on,60.741,-0.795,11.0956152,9.370873208,101991.0769,0,0,0,0,Balta_Sound,21:38:05,29-06-2023,00:00:00,2023,21.63472222
Optic Main,-0.632153217,on,59.854,-1.276,10.99659469,9.808060308,101971.6817,6.20E-07,0,0,0,Sumburgh_Head,21:36:46,29-06-2023,00:00:00,2023,21.61277778
Light,0.086331757,on,59.086,-4.407,10.93424651,8.172332622,102196.1013,1.71E-05,0.628531333,0.628531333,0,Sule_Skerry,21:29:18,29-06-2023,00:00:00,2023,21.48833333
Light,0.416377483,on,58.85,-3.014,10.81899982,9.063226778,101916.7689,2.20E-05,0.190372083,0.190372083,0,Flotta_Grinds_Buoy,21:16:45,29-06-2023,00:00:00,2023,21.27916667
Optic Main,1.44079927,on,59.39,-2.382,10.98015158,9.882920788,102066.472,9.24E-06,0.480428889,0.480428889,0,North_Ronaldsay,21:05:20,29-06-2023,00:00:00,2023,21.08888889
ML1 Status,-2.399918232,on,50.535,-5.034,14.07944632,12.67629058,101322.8448,0,0,0,0,Trevose,21:01:14,29-06-2023,00:00:00,2023,21.02055556
ML1 Status,-1.956909815,on,49.961,-5.203,14.5572565,12.96862846,101622.2426,1.83E-07,0,0,0,Lizard,20:53:07,29-06-2023,00:00:00,2023,20.88527778
ML1 Status,-1.053502251,on,51.2,-4.202,14.78228987,13.36998522,101334.9379,5.03E-07,0,0,0,BullPointPost,20:45:11,29-06-2023,00:00:00,2023,20.75305556
ML1 Status,-0.819073617,on,49.868,-6.435,14.87509138,12.36394903,101896.466,0,0,0,0,BishopRock,20:44:09,29-06-2023,00:00:00,2023,20.73583333
ML1 Status,-1.002916803,on,49.935,-5.801,14.49247857,12.59496171,101799.6711,0,0,0,0,WolfRock,20:44:00,29-06-2023,00:00:00,2023,20.73333333
Main Optic,8.273062361,on,58.672,-3.377,11.11041607,8.291748058,101683.637,1.20E-05,1.629283333,1.629283333,0,Dunnet_Head,19:52:55,29-06-2023,00:00:00,2023,19.88194444
Main Status,5.576916904,on,50.235,-5.401,14.20805045,12.66448955,101470.8452,0,0.73598,0.73598,0,Godrevy,19:48:00,29-06-2023,00:00:00,2023,19.8
ML1 Status,34.66055309,off,50.535,-5.034,15.45205656,13.78507166,101152.256,2.67E-05,456.980545,245.5865171,337.8868202,Trevose,08:11:11,29-06-2023,00:00:00,2023,8.186388889
ML1 Status,12.84694464,on,50.535,-5.034,15.12817672,13.87993606,101105.9412,5.27E-05,215.7744832,185.7447667,59.69996139,Trevose,05:50:55,29-06-2023,00:00:00,2023,5.848611111
Main Optic,15.23021536,off,58.672,-3.377,11.50334125,9.830208525,101479.1784,5.40E-05,46.87840917,46.87840917,0,Dunnet_Head,05:40:54,29-06-2023,00:00:00,2023,5.681666667
Main Status,9.904421455,off,50.235,-5.401,15.03478709,13.83756034,101241.8014,0.000147302,55.61733,55.61733,0,Godrevy,05:33:00,29-06-2023,00:00:00,2023,5.55
ML1 Status,3.674115421,off,49.935,-5.801,14.94118155,13.63435028,101524.6798,2.30E-06,47.43283956,47.43283956,0,WolfRock,04:50:28,29-06-2023,00:00:00,2023,4.841111111
ML1 Status,4.505183811,off,51.2,-4.202,14.84766521,13.30568767,101095.5549,6.53E-06,38.12762167,38.12762167,0,BullPointPost,04:45:24,29-06-2023,00:00:00,2023,4.756666667
ML1 Status,1.388520469,off,49.868,-6.435,15.09051632,12.99663654,101653.8673,1.97E-06,32.06747075,32.06747075,0,BishopRock,04:34:57,29-06-2023,00:00:00,2023,4.5825
Light,6.219557877,off,59.086,-4.407,11.39893527,10.13987741,101896.7907,8.30E-05,17.1800755,17.1800755,0,Sule_Skerry,04:23:18,29-06-2023,00:00:00,2023,4.388333333
ML1 Status,0.56011644,off,49.961,-5.203,14.90204656,13.91476554,101287.5939,2.16E-06,20.65961406,20.65294133,0.056885889,Lizard,04:22:22,29-06-2023,00:00:00,2023,4.372777778
ML1 Status,0.078731924,off,50.535,-5.034,14.58391158,13.79357736,101024.1697,8.01E-06,10.81116086,10.81116086,0,Trevose,04:14:17,29-06-2023,00:00:00,2023,4.238055556
Optic Main,6.03082054,off,59.854,-1.276,10.94797583,9.433229396,101653.6426,1.93E-05,22.8247555,22.8247555,0,Sumburgh_Head,04:04:18,29-06-2023,00:00:00,2023,4.071666667
Main Optic,6.361274911,off,60.741,-0.795,11.09473127,8.680820317,101621.2312,3.57E-05,18.39616583,18.39616583,0,Balta_Sound,04:00:15,29-06-2023,00:00:00,2023,4.004166667
Optic Main,4.646797965,off,59.39,-2.382,11.07029918,9.818708677,101781.6089,3.79E-05,18.86674792,18.86674792,0,North_Ronaldsay,03:57:17,29-06-2023,00:00:00,2023,3.954722222
Light,3.0935709,off,58.85,-3.014,11.19740996,9.953788752,101639.9642,5.10E-05,18.01719583,18.01719583,0,Flotta_Grinds_Buoy,03:46:45,29-06-2023,00:00:00,2023,3.779166667
Main optic,0.842718238,off,59.998,-1.159,10.88716348,9.374294481,101576.1283,1.21E-05,15.25986667,15.25986667,0,Mousa,03:01:40,29-06-2023,00:00:00,2023,3.027777778
Light,-1.907084652,off,59.122,-5.816,11.32863581,9.422359752,101915.9889,4.60E-05,19.47845264,19.08648686,5.024708111,North_Rona,02:40:43,29-06-2023,00:00:00,2023,2.678611111
Light,-2.080747761,on,59.122,-5.816,11.71488486,10.22322762,101920.0736,3.58E-05,0,0,0,North_Rona,22:16:43,28-06-2023,00:00:00,2023,22.27861111
Light,-1.389193776,on,58.85,-3.014,11.03005738,9.651041254,101646.7681,2.77E-05,0,0,0,Flotta_Grinds_Buoy,21:47:11,28-06-2023,00:00:00,2023,21.78638889
Main optic,-0.994710864,on,59.998,-1.159,10.90184282,9.445200163,101585.283,3.45E-05,0,0,0,Mousa,21:45:39,28-06-2023,00:00:00,2023,21.76083333
Light,0.115888887,on,59.086,-4.407,11.41351014,9.669721523,101875.7505,4.06E-05,0.574698833,0.574698833,0,Sule_Skerry,21:29:19,28-06-2023,00:00:00,2023,21.48861111
Main Optic,0.688343316,on,60.741,-0.795,10.98598144,8.88299485,101547.8423,3.23E-05,0.8272825,0.8272825,0,Balta_Sound,21:23:09,28-06-2023,00:00:00,2023,21.38583333
Optic Main,0.732776898,on,59.854,-1.276,10.99619092,9.457521594,101628.6772,4.24E-05,0.343381667,0.343381667,0,Sumburgh_Head,21:15:15,28-06-2023,00:00:00,2023,21.25416667
ML1 Status,-2.63862075,on,50.535,-5.034,14.96472386,13.59944869,101108.5087,1.65E-07,0,0,0,Trevose,21:03:58,28-06-2023,00:00:00,2023,21.06611111
Main Optic,1.737860632,on,58.672,-3.377,11.33970555,9.626340649,101402.079,2.81E-05,0.274095111,0.274095111,0,Dunnet_Head,21:00:04,28-06-2023,00:00:00,2023,21.00111111
Optic Main,1.94037414,on,59.39,-2.382,11.1295467,9.695751587,101782.6321,2.97E-05,0.004246917,0.004246917,0,North_Ronaldsay,20:59:27,28-06-2023,00:00:00,2023,20.99083333
ML1 Status,-1.830855045,on,49.961,-5.203,15.51782561,14.17899122,101361.2642,0,0,0,0,Lizard,20:51:46,28-06-2023,00:00:00,2023,20.86277778
ML1 Status,-1.283254767,on,49.935,-5.801,15.08691243,13.89677561,101569.2217,0,0,0,0,WolfRock,20:47:25,28-06-2023,00:00:00,2023,20.79027778
ML1 Status,-0.806541074,on,49.868,-6.435,15.02113788,13.78697931,101707.3759,3.68E-06,0,0,0,BishopRock,20:44:12,28-06-2023,00:00:00,2023,20.73666667
ML1 Status,-0.188967349,on,51.2,-4.202,15.0999914,13.52433989,101180.5765,1.34E-05,0,0,0,BullPointPost,20:35:49,28-06-2023,00:00:00,2023,20.59694444
Main Status,2.725089024,on,50.235,-5.401,15.6345226,13.90192893,101235.1156,1.25E-06,2.384583333,2.384583333,0,Godrevy,20:10:00,28-06-2023,00:00:00,2023,20.16666667
ML1 Status,15.97485453,on,50.184,-4.268,16.51836158,13.98621503,101178.0473,1.21E-05,28.15110942,22.982835,34.36366442,Eddystone,18:31:33,28-06-2023,00:00:00,2023,18.52583333
ML1 Status,20.18813697,off,50.184,-4.268,16.46638313,13.48916573,101187.0429,2.95E-05,137.8163587,103.7636399,122.7167231,Eddystone,18:04:14,28-06-2023,00:00:00,2023,18.07055556
ML1 Status,28.79103002,on,50.184,-4.268,16.43201977,13.11761979,101159.7909,2.78E-05,279.9985075,124.4527251,358.9605567,Eddystone,17:09:53,28-06-2023,00:00:00,2023,17.16472222
ML1 Status,30.11267163,off,50.184,-4.268,16.42671736,13.06172719,101154.9695,2.73E-05,302.4335933,127.1376282,397.2994691,Eddystone,17:01:37,28-06-2023,00:00:00,2023,17.02694444
ML1 Status,46.70683819,on,50.184,-4.268,16.30828342,12.88131835,101200.0476,3.25E-05,606.228233,122.0954717,715.4835835,Eddystone,15:15:39,28-06-2023,00:00:00,2023,15.26083333
ML1 Status,47.92470532,off,50.184,-4.268,16.29626464,12.88063495,101204.7339,2.89E-05,632.4763877,117.8709294,745.5280395,Eddystone,15:07:23,28-06-2023,00:00:00,2023,15.12305556
ML1 Status,61.30488198,off,49.868,-6.435,15.29980149,14.06905333,101538.4789,0.000128782,585.8905552,270.867582,383.8980151,BishopRock,13:23:56,28-06-2023,00:00:00,2023,13.39888889
ML1 Status,63.2312617,on,49.868,-6.435,15.31323363,14.07124491,101552.4624,8.60E-05,681.0805974,204.5323075,586.4825206,BishopRock,12:43:55,28-06-2023,00:00:00,2023,12.73194444
ML1 Status,48.33439373,off,49.868,-6.435,15.13731712,14.03423237,101422.2766,0.000478266,306.2714283,295.5657893,12.09611389,BishopRock,09:43:55,28-06-2023,00:00:00,2023,9.731944444
ML1 Status,21.40745893,off,50.535,-5.034,14.63768505,14.04026993,100826.3695,0.000403041,300.180114,231.43653,108.049188,Trevose,06:46:48,28-06-2023,00:00:00,2023,6.78
Main Status,20.37089235,off,50.235,-5.401,14.8155772,14.29527867,100961.8838,0.000844714,186.13293,170.79243,23.22369,Godrevy,06:42:00,28-06-2023,00:00:00,2023,6.7
Main Optic,15.04915558,off,58.672,-3.377,11.49905848,9.123714092,101361.7468,2.43E-05,106.7453238,106.7453238,0,Dunnet_Head,05:38:51,28-06-2023,00:00:00,2023,5.6475
ML1 Status,9.22901393,off,51.2,-4.202,14.38442342,12.63791899,100918.6051,0.002457579,25.51815311,25.51815311,0,BullPointPost,05:20:04,28-06-2023,00:00:00,2023,5.334444444
ML1 Status,7.60856521,off,49.961,-5.203,15.08798299,14.24379272,101041.3819,0.001737226,22.17794389,22.17794389,0,Lizard,05:16:28,28-06-2023,00:00:00,2023,5.274444444
ML1 Status,7.039966903,off,49.935,-5.801,15.15800272,14.13431283,101202.2469,0.001795891,18.21832333,18.21832333,0,WolfRock,05:14:52,28-06-2023,00:00:00,2023,5.247777778
Light,3.949281118,off,59.086,-4.407,10.52688458,7.675857646,101769.872,6.38E-06,19.91464839,19.91464839,0,Sule_Skerry,03:59:19,28-06-2023,00:00:00,2023,3.988611111
Optic Main,3.236294319,off,59.854,-1.276,9.643086947,7.332919922,101635.4371,4.22E-06,24.98368758,24.98368758,0,Sumburgh_Head,03:33:13,28-06-2023,00:00:00,2023,3.553611111
Optic Main,1.815696294,off,59.39,-2.382,10.32920163,7.757413817,101744.183,3.11E-06,12.39154414,12.39154414,0,North_Ronaldsay,03:24:19,28-06-2023,00:00:00,2023,3.405277778
Light,1.130718073,off,58.85,-3.014,10.61297272,9.183202641,101611.6907,3.03E-05,13.01049458,13.00950125,0.014279167,Flotta_Grinds_Buoy,03:22:45,28-06-2023,00:00:00,2023,3.379166667
Main Optic,2.977768671,off,60.741,-0.795,9.568511027,7.618635659,101578.8123,5.68E-06,20.90797375,20.90797375,0,Balta_Sound,03:20:57,28-06-2023,00:00:00,2023,3.349166667
Main optic,-0.841524075,off,59.998,-1.159,9.575769297,7.34012159,101600.077,4.93E-06,22.97268294,22.8990165,1.04512,Mousa,02:32:47,28-06-2023,00:00:00,2023,2.546388889
Light,-2.711268563,off,59.122,-5.816,10.5763717,7.743261518,101815.666,2.44E-06,1.700418222,1.700418222,0,North_Rona,02:22:43,28-06-2023,00:00:00,2023,2.378611111
Main optic,-2.805104477,on,59.998,-1.159,10.62889618,8.830503752,101707.4541,2.85E-06,0,0,0,Mousa,22:28:32,27-06-2023,00:00:00,2023,22.47555556
Light,-2.326167984,on,59.122,-5.816,10.4118132,7.658956981,101898.3972,7.84E-06,0,0,0,North_Rona,22:22:44,27-06-2023,00:00:00,2023,22.37888889
Light,-1.546867946,on,59.086,-4.407,10.81601822,8.270142866,101940.6267,1.73E-06,0,0,0,Sule_Skerry,21:59:19,27-06-2023,00:00:00,2023,21.98861111
Main Optic,-0.9725977,on,60.741,-0.795,10.53370967,9.000714511,101677.479,4.36E-07,0,0,0,Balta_Sound,21:54:11,27-06-2023,00:00:00,2023,21.90305556
Optic Main,-0.462001146,on,59.854,-1.276,10.59525299,8.418300919,101774.3215,3.62E-06,0,0,0,Sumburgh_Head,21:34:42,27-06-2023,00:00:00,2023,21.57833333
Optic Main,0.07094881,on,59.39,-2.382,10.74665262,8.487906235,101880.9939,1.43E-06,0.3155965,0.3155965,0,North_Ronaldsay,21:25:18,27-06-2023,00:00:00,2023,21.42166667
Light,0.471063313,on,58.85,-3.014,10.98768659,9.730685574,101750.7723,4.99E-07,0.189289944,0.189289944,0,Flotta_Grinds_Buoy,21:16:46,27-06-2023,00:00:00,2023,21.27944444
ML1 Status,-0.715049302,on,49.868,-6.435,15.51849278,14.43157079,101366.956,6.61E-05,0,0,0,BishopRock,20:43:21,27-06-2023,00:00:00,2023,20.7225
ML1 Status,-0.18423144,on,49.935,-5.801,15.49407177,14.51198052,101280.6508,3.58E-05,0,0,0,WolfRock,20:35:42,27-06-2023,00:00:00,2023,20.595
ML1 Status,3.075529809,on,51.2,-4.202,16.89861931,14.16527068,100976.8626,0.000744129,1.44354875,1.44354875,0,BullPointPost,20:06:41,27-06-2023,00:00:00,2023,20.11138889
Main Optic,8.244338855,on,58.672,-3.377,11.54321654,10.0574799,101518.97,4.80E-07,1.797479417,1.797479417,0,Dunnet_Head,19:53:37,27-06-2023,00:00:00,2023,19.89361111
Optic Main,16.23153646,off,59.854,-1.276,10.93456562,9.121583728,101749.6912,1.05E-06,22.40065886,22.40065886,0,Sumburgh_Head,18:39:47,27-06-2023,00:00:00,2023,18.66305556
Optic Main,19.6682964,on,59.854,-1.276,11.00135573,9.128254979,101763.343,2.02E-06,41.08344375,41.08344375,0,Sumburgh_Head,18:11:15,27-06-2023,00:00:00,2023,18.1875
Main Status,20.33532755,on,50.235,-5.401,16.799524,15.3542262,100885.8377,0.000545414,145.9255867,88.92618,207.69544,Godrevy,18:08:00,27-06-2023,00:00:00,2023,18.13333333
ML1 Status,40.73725628,off,49.868,-6.435,15.64279869,14.43926497,101234.2177,0.000105872,143.4915905,142.710622,1.930422,BishopRock,16:03:54,27-06-2023,00:00:00,2023,16.065
ML1 Status,45.12650659,on,50.535,-5.034,17.12966667,15.2010768,100804.3159,0.002023657,136.1552405,136.1552405,0,Trevose,15:28:33,27-06-2023,00:00:00,2023,15.47583333
ML1 Status,53.15488169,on,49.961,-5.203,16.07788998,14.7595105,100976.734,8.34E-06,243.6924844,241.7622444,3.363995556,Lizard,14:34:40,27-06-2023,00:00:00,2023,14.57777778
ML1 Status,54.58620589,off,49.961,-5.203,15.70881574,14.76486145,100978.184,5.33E-05,250.7970128,250.7970128,0,Lizard,14:23:40,27-06-2023,00:00:00,2023,14.39444444
ML1 Status,55.98224533,off,49.935,-5.801,15.62376303,14.50312666,101144.3262,0.000277162,208.9482814,208.9482814,0,WolfRock,14:14:53,27-06-2023,00:00:00,2023,14.24805556
ML1 Status,57.59424511,on,49.868,-6.435,15.4698183,14.05220617,101249.8007,0.000722831,162.8372158,162.8372158,0,BishopRock,14:03:55,27-06-2023,00:00:00,2023,14.06527778
ML1 Status,59.6527002,off,49.868,-6.435,15.57013559,14.21103368,101245.0697,0.000469352,187.9344687,187.9344687,0,BishopRock,13:43:56,27-06-2023,00:00:00,2023,13.73222222
ML1 Status,60.19103522,on,49.935,-5.801,15.65067478,14.53267972,101141.3463,0.000212535,189.6861132,189.6861132,0,WolfRock,13:34:52,27-06-2023,00:00:00,2023,13.58111111
ML1 Status,59.98511184,on,49.961,-5.203,15.77674457,14.75453541,100977.105,4.20E-05,242.9144104,242.9144104,0,Lizard,13:34:38,27-06-2023,00:00:00,2023,13.57722222
ML1 Status,60.67125899,off,49.961,-5.203,15.59895469,14.86227872,100980.5124,9.69E-05,266.7495145,266.7495145,0,Lizard,13:26:37,27-06-2023,00:00:00,2023,13.44361111
ML1 Status,61.30301733,off,50.535,-5.034,16.48391243,15.17096029,100825.073,0.001665531,311.2507544,311.2507544,0,Trevose,13:09:49,27-06-2023,00:00:00,2023,13.16361111
ML1 Status,62.69711358,on,50.535,-5.034,16.65248503,15.24878557,100823.3989,0.001771191,273.1963322,273.1963322,0,Trevose,12:33:29,27-06-2023,00:00:00,2023,12.55805556
ML1 Status,63.41997983,on,49.868,-6.435,15.06474822,13.51559661,101239.1831,0.001883318,257.4056606,257.4056606,0,BishopRock,12:23:57,27-06-2023,00:00:00,2023,12.39916667
ML1 Status,62.99344134,off,49.868,-6.435,14.99696776,13.42653253,101231.7,0.00212401,269.1516741,269.1516741,0,BishopRock,12:03:56,27-06-2023,00:00:00,2023,12.06555556
ML1 Status,58.68386518,on,49.868,-6.435,14.90235086,13.35456977,101244.6508,0.002399567,214.8225616,214.8225616,0,BishopRock,11:03:56,27-06-2023,00:00:00,2023,11.06555556
ML1 Status,55.63281285,off,49.935,-5.801,15.09826991,13.74164529,101131.9589,0.001930598,209.1972148,209.1972148,0,WolfRock,10:34:51,27-06-2023,00:00:00,2023,10.58083333
ML1 Status,55.84951085,on,49.961,-5.203,15.15064306,14.25676181,100956.9995,0.001224682,275.6411105,275.6411105,0,Lizard,10:34:19,27-06-2023,00:00:00,2023,10.57194444
ML1 Status,54.29370987,off,49.961,-5.203,14.96147726,13.75355926,100952.257,0.002150674,180.0100512,180.0100512,0,Lizard,10:21:51,27-06-2023,00:00:00,2023,10.36416667
ML1 Status,51.70969904,off,50.535,-5.034,14.71337795,13.17321996,100803.214,0.002257529,258.4266355,258.4266355,0,Trevose,10:04:03,27-06-2023,00:00:00,2023,10.0675
ML1 Status,51.22670222,on,49.961,-5.203,14.9935668,13.95588245,100954.2334,0.001794706,228.1733461,228.1733461,0,Lizard,09:58:59,27-06-2023,00:00:00,2023,9.983055556
ML1 Status,48.82417635,on,50.535,-5.034,14.98342434,13.57800537,100800.8301,0.002085551,305.8147772,305.8147772,0,Trevose,09:43:13,27-06-2023,00:00:00,2023,9.720277778
ML1 Status,47.40663547,on,49.935,-5.801,14.95264167,13.49945963,101130.2114,0.002527474,182.718255,182.718255,0,WolfRock,09:34:50,27-06-2023,00:00:00,2023,9.580555556
ML1 Status,44.75556926,off,49.961,-5.203,14.63226768,13.1294694,100967.8365,0.002440268,177.054592,142.4398829,50.218506,Lizard,09:14:52,27-06-2023,00:00:00,2023,9.247777778
ML1 Status,40.57335906,on,49.961,-5.203,14.85939804,13.49911008,100955.5826,0.002381617,158.475324,149.1953097,13.463307,Lizard,08:47:54,27-06-2023,00:00:00,2023,8.798333333
ML1 Status,39.18357949,off,49.868,-6.435,14.88694653,13.26803404,101228.5012,0.002575906,192.1106874,178.4772639,20.032643,BishopRock,08:43:56,27-06-2023,00:00:00,2023,8.732222222
Main Status,27.69710693,off,50.235,-5.401,14.2570349,12.48616342,100940.9274,0.001215365,164.5559667,100.74952,100.2105067,Godrevy,07:28:00,27-06-2023,00:00:00,2023,7.466666667
ML1 Status,23.16416309,on,49.868,-6.435,15.11764319,13.20707176,101278.2464,0.001327553,79.16331083,70.13474792,14.35109097,BishopRock,07:03:55,27-06-2023,00:00:00,2023,7.065277778
Main Status,23.41531256,on,50.235,-5.401,14.33716529,12.505181,100942.0666,0.001141496,79.99151667,77.712715,3.578946667,Godrevy,07:01:00,27-06-2023,00:00:00,2023,7.016666667
Main Status,21.68613406,off,50.235,-5.401,14.19174348,12.47066761,100939.9992,0.001275554,233.4603333,119.52025,178.9473333,Godrevy,06:50:00,27-06-2023,00:00:00,2023,6.833333333
ML1 Status,19.00681136,off,49.935,-5.801,14.73206934,12.82263046,101159.2876,0.002318151,196.6703624,111.735976,133.9787696,WolfRock,06:34:52,27-06-2023,00:00:00,2023,6.581111111
ML1 Status,14.40492872,off,49.961,-5.203,14.68412401,12.59041563,101013.1131,0.001421314,46.14083344,46.14083344,0,Lizard,06:02:28,27-06-2023,00:00:00,2023,6.041111111
Optic Main,9.660330131,off,59.854,-1.276,10.74091325,8.900353901,101867.9888,1.53E-05,35.05840222,35.05840222,0,Sumburgh_Head,04:38:29,27-06-2023,00:00:00,2023,4.641388889
ML1 Status,0.793447548,off,49.868,-6.435,14.96920669,12.58325992,101332.8048,0.001799787,18.38147606,18.38147606,0,BishopRock,04:28:46,27-06-2023,00:00:00,2023,4.479444444
Main Optic,6.693223385,off,58.672,-3.377,9.766042436,8.15179938,101686.6212,1.86E-06,36.32975456,36.30410044,0.085002556,Dunnet_Head,04:24:52,27-06-2023,00:00:00,2023,4.414444444
